,n_headlines,neutral_rate,mean_abs_compound,pct_positive,pct_negative
plain_vader,146830.0,0.4957161343049786,0.19853082067697336,0.37442620717836955,0.12983722672478376
finance_lexicon,146830.0,0.4685146087311857,0.217711195940884,0.40175032350337125,0.12971463597357488
