,ann_return,ann_vol,sharpe,max_drawdown,cumulative_return
base_max_sharpe,0.10883526870568692,0.18237056180458222,0.5967809038297996,-0.26118172699686304,0.316637582198674
sentiment_tilted,0.10809304579942482,0.18302453706860625,0.5905931932990298,-0.26525983716510515,0.3132579090955381
